bn_words_of_interest,frequency_count
‘ঈলিয়া’,1
ইয়া‘কুব,1
আকওয়া’),1
অসীয়াত,1
দ্বিতীয়পক্ষের,1
জুহায়ম-এর,1
যুবায়রই,1
(তায়াম্মুম),1
"ওয়ারিস,",1
পরাগায়ন,1
‘দিয়্যাতের’,1
ইয়াতীমকে,1
"ঢালতেন।
‘আয়িশাহ",1
খিয়ারকে,1
হাদিয়াসমূহ,1
জামিয়াতুন”,1
কুরায়ব!,1
দেই।সুফইয়ান,1
দায়িত্বভূক্ত,1
হয়েছিল।’এখনো,1
দুনইয়ার,1
আসাদিয়া,1
(নিয়তে),1
খাওয়া;,1
ভিজায়),1
"ওয়াহ্‌দাহু,",1
"হয়।
আমি",1
নেতৃস্হানীয়,1
চোয়ালটিও,1
পরিয়েছেন,1
অঙ্গুলিদ্বয়কে,1
পাঠিয়েছি),1
(কুরায়শরা),1
তাড়নায়।,1
বর্ণনায়…….,1
উসায়্যাহ,1
হুয়ায়রিস,1
আসওয়অদ,1
যুলখুওয়ায়সিরা,1
দিয়েছি’’-,1
দিয়েছেন]।,1
তৃতীয়াংশকে,1
রোযায়,1
আইয়ুহান্,1
‘আত্বিয়্যাহ্‌,1
ওয়াতা‘আলার,1
মাইয়্যিতের,1
"হন।
ইয়া’কূব",1
দারোয়ানের,1
সদাকাহ্‌য়,1
আতিয়্যাকে,1
মক্কায়।,1
পুত্রদ্বয়কে,1
ওয়াস্‌রিফ,1
ভিজিয়ে),1
ছায়া-পানিহীন,1
হাও্‌ওয়া,1
"আঁচড়িয়েছে,",1
সংশয়কে,1
দেখায়ও,1
পাওয়াটা,1
বর্ণিতঃআওয়াযী,1
যাববিয়্যি,1
নহরদ্বয়,1
খাওয়াবে।,1
"লিহয়্যান,",1
কাবীরা-ওয়াল,1
ক্বিয়ামতও,1
‘আশ-শয়তান’,1
‘আয়েশা!,1
ওয়াহী-,1
নাওয়াত,1
প্রচন্ডতায়),1
‘উলাইয়্যাহ্-এর,1
যাকওয়ানী,1
ওয়াহ্শীকে,1
আতীয়্যাহ,1
শু‘য়বা,1
(মায়মূনাকে),1
সাজদায়ও,1
ছয়জন।,1
রোমীয়গণ,1
(সারিয়্যা),1
গিয়াছিলাম।,1
মোকেবেলায়,1
গয়কাহ্,1
‘হাওয়াযিন’,1
দ্বিতীয়বারেও,1
তিলাওয়াত।,1
"করিয়েছে,",1
উনায়সকে,1
মু’ত্বিয়া,1
(পায়জামা),1
রুমায়সাকে,1
ওয়ায়িল),1
দেশীয়রা,1
আনয়নকারী),1
"হুযায়ফা,",1
মালায়িকাহ।,1
আকওয়া'।,1
ওয়াজিল্লাহু,1
সর্বাধিনায়ক,1
হুয়ায়কে,1
হাল্‌ওয়া,1
সলাত-সিয়াম,1
আত্মীয়স্বজনদের,1
খুযা’য়,1
জায়িয)।,1
জি‘য়রানা,1
‘আরায়া’,1
তাঁকিয়ে,1
"করিয়েছো,",1
দিয়েছেন”।,1
নয়দিন?,1
হায়িয-এর,1
ইয়া’মারী,1
"হুওয়াইয়িসাহ্‌,",1
ওয়াহাব্,1
(‘আয়িশার),1
(দেয়ালগুলো),1
আয়াতটিতে,1
মাক্বসূরায়,1
জুরায়েজের,1
হুযায়লের,1
‘ইবাদতখানায়,1
মুতাওয়াক্‌কিল,1
‘শয়তান’,1
অবাস্তবায়িত,1
বিষয়টিই,1
হয়’-কথাটি,1
বায়নাল,1
"১৭:১৫)।
আইয়ূব",1
পাওয়াও,1
‘আওযায়ে,1
(আত্মীয়তার,1
‘আও্‌ওয়াম-এর,1
‘আয়িযুল্লাহ,1
ক্বিয়ামাতকে,1
নিয়মানুযায়ী,1
আওয়াজ?,1
দায়-খয়রাতের,1
ওয়াসালজিন্‌,1
যাক্ওয়ানী,1
বাতনুল-ওয়াদীতে,1
কয়ের,1
শুয়ে।এখনো,1
কোথায়?’,1
জিম্মায়।,1
(জাতীয়,1
ইয়াসা-রী,1
‘হারূরিয়াহ্’,1
গিয়েছিলেন”,1
ওয়াহ্‌দাহ্‌,1
যুরায়ক্ব,1
"কিয়াম,",1
"পাঠায়,",1
পাঠিয়েছেন।”,1
‘আদাবিয়্যাহ্‌,1
‘ইয়াশুক্‌কু’,1
গজায়?,1
দেয়া’।,1
জিয্‌য়াহ্‌,1
হয়েছে-“তুমি,1
‘সামিয়াল্লা-হু,1
"হয়।
(২)",1
সাজ্‌দায়,1
হায়াতে’,1
বর্ণিতঃইয়া'লা,1
"পরওয়ারদিগার,",1
জ্যোতির্ময়।,1
সুফইয়ান),1
শোয়া,1
ইয়াস্‌রিফু,1
"সওয়াব,",1
"রয়েছে।
“আমি",1
পরওয়ারদেগার,1
(বৈপিত্রেয়),1
পেশায়,1
হুদায়লা,1
পাড়ওয়ালা,1
চেয়েছেন;,1
আশ্রয়দাতা।,1
"চেয়েছে,",1
নিয়ম)।,1
ওয়ামান,1
বর্ণিতঃহুদাইবিয়াহ্‌র,1
ঝরায়।এখনো,1
সুগন্ধময়।,1
"সহায়ক।
জিব্রীল(‘আঃ)",1
আশ্‌-শানায়িয়্যু,1
"হয়নি;
(৪)",1
(হিরাক্লিয়াস),1
(ইখতিয়ারের,1
ঘোষণায়,1
“ওয়াক্ত,1
‘গিয়াল’,1
প্রজ্ঞাময়-,1
অবস্থায়।এখনো,1
নেয়)।,1
ঘোড়সাওয়ার,1
আও্ওয়াবীন’,1
ওয়াফ্ফা-হা,1
"দেয়।
তারপর",1
"শামিয়ানা,",1
নিয়ন্তা।,1
দিয়েও।,1
তীব্রতায়,1
"রুকূ'-সাজদায়,",1
নিয়মিত।,1
"জুয়া,",1
হামলায়,1
হিদায়াতপ্রপ্তের,1
অস্তপ্রায়,1
"হয়েছে।
الشَّوْكَةُ-الْحَدُّশক্তি,",1
‘উরওয়াহ্র,1
(জুহায়নাহ্,1
"হাদিয়া।
৩.",1
খেয়েছিল’।,1
শায়বাহ্-এর,1
‘মাউল-হায়াত’,1
রাওয়াহাহ্,1
ওয়ারহমাতুল্লাহি,1
মুআয়কিব,1
ক্বা’দায়,1
(যায়দ)-,1
সোয়াব,1
তৃতীয়বারেও,1
(‘আয়িশাকে),1
বেলায়”,1
বর্ণিতঃতুফায়ল,1
আইয়া’শ,1
জানায়নি।,1
কুরাইযায়,1
মেদওয়ালাদের,1
"থাকে।
লায়স",1
ওয়াজ্হি,1
মু‘আওয়ায,1
"ডায়াজেপাম,",1
'উমায়রকেও,1
হুরায়স-এর,1
খুবায়বের,1
আঁকিয়ে,1
ধূলিময়,1
আইয়্যুহান্,1
নাক্কায়সাস্‌,1
(ছাড়িয়ে),1
অবস্থায়”-,1
(তৎবিষয়ে),1
সাওয়ারীদের,1
ওয়াসাল্লাম)।,1
গায়কা,1
পয়তাল্লিশ,1
দা’ওয়াতকারীর,1
‘ওয়ালিমা’,1
ফায়সালা।,1
নেয়া।এখনো,1
বাত্‌নুল-ওয়াদিতে,1
নিয়ে-,1
‘আল-বায়তুল,1
হয়েছে?আবূ,1
সূফইয়ান,1
নিয়েছে।এখনো,1
জিয্‍য়াহ্,1
যাওয়ার।,1
উভয়স্থানে,1
‘ইয়ারহামুকাল্লাহ’,1
(প্রয়োজনীয়),1
সিয়ামকারীর,1
ইলায়ক”।,1
কুতায়বাহ্‌-এর,1
অধ্যয়নে,1
"উঠিয়েছিলেন,",1
"হয়েছে।
‘আমরের",1
রায়হানাহ্‌,1
শায়ত্বনই,1
(খারিজীয়া)?,1
(সাফওয়ান,1
ইয়াহূদী-নাসারাদের,1
বায়তুল্লাহ’র,1
তৃতীয়দিন,1
"রয়েছে।
যুহায়র",1
বুসরায়,1
‘’ওয়া,1
ইয়া‘উক,1
শায়াবাহ্‌,1
"ধোয়া,",1
‘ছিনতাইয়ের’,1
সায়িদী,1
"দূরবস্থায়,",1
আয়াতেই,1
হয়েছে’–ততক্ষণ,1
যুহ্য়র,1
"ওয়াসাখ।”
অর্থাৎ,",1
"শায়বাহ,",1
ইয়ালায়,1
আশ্রয়স্থল।’’,1
যাওয়ার”,1
খায়বারের),1
নামায়।,1
প্রয়োজনবশতঃ,1
নাবূওয়াতই,1
আবাস্-সায়িব!,1
আইয়্যুব,1
"দিয়েছেন।
ইব্‌রাহীম",1
খুযায়মাহ,1
মীনায়,1
মুয়াত্তাল,1
নিকটাত্মীয়-স্বজনের,1
গিয়েও,1
হাঁকিয়ে।,1
"রয়েছে।
তাতে",1
(লাব্বায়কা,1
হয়েছ’,1
ছায়াই,1
অসুস্থাবস্থায়,1
দিয়েছেন।আধুনিক,1
(কেয়ামতের,1
সদকায়,1
হুযায়াফার),1
আদয়,1
মুখাও্ওয়াল,1
(আসওয়াদ,1
"কুলায়,",1
দু'ডানাওয়ালার,1
আশঙ্কায়),1
ওয়ারস-এর,1
ওয়াহিল,1
হুরাইসিয়া,1
আয়-উৎপাদন,1
গাযওয়ারে,1
পায়খানা-পেশাবের,1
"শায়বাহ্‌,",1
"চালায়,",1
বয়োজ্যেষ্ট,1
আল-মায়িদাহ্‌),1
বিজয়)।,1
দেয়),1
নিরাময়।(আধুনিক,1
মাহ্‌মিয়্যাকে,1
‘বায়দা’তে,1
প্রতিক্রিয়া।,1
নেয়।(ই.ফা.,1
মুয়ায!,1
'ওয়াকীয',1
‘আম্বজানিয়্যাহ’,1
ইউসায়র-এর,1
(ক্রয়ের),1
দুর্বলতায়,1
“মায়াসির”এর,1
শিংয়ের,1
(আয়তনে),1
বায়যা।,1
(ইয়াওমুন্নাহার),1
মুকার্‌রামায়),1
রিদওয়ানকে,1
‘উয়াইনাকেও,1
লাগায়.....।এখনো,1
তায়েফবাসীগণ,1
স্বাচ্ছন্দ্যময়,1
হারুরিয়ার,1
('আয়িশাহ্‌র),1
প্রতিদ্বন্দ্বিতায়,1
নওজোয়ান,1
(বিস্ময়,1
"[৪১২৫]
লায়স",1
"বেহায়া,",1
রুবা’ইয়াত,1
দু‘পায়ের,1
দেয়াটাও,1
আসকিয়া’,1
‘রাবাযা'য়,1
মু’আবিয়াহ্),1
হয়েছিলেন।(আধুনিক,1
ইয়াস্‌রিব-এর,1
লিহয়ানকে,1
জুবায়র?,1
খায়বারেও,1
লা-ইয়াহ্‌দী,1
দান-খয়রাতকারী,1
আলায়কাস,1
খেয়েছি।(আধুনিক,1
প্রশ্রয়,1
(যথাসময়ে),1
মাজাশেয়ী,1
রিওয়ায়াতের),1
দাইয়ের,1
সুওয়ায়বাহ্‌,1
লুতাবিয়্যাকে,1
বিষয়ও,1
হুমায়ন,1
পৃষ্ঠায়,1
(ক্বিয়ামুল,1
"কুরায়শ,",1
তত্ত্বাবধায়করা,1
নিয়েছিলেন।),1
‘আয়িশাহ-কে,1
বিয়ে),1
(আকওয়া’,1
"গিয়েছে
বুওয়াইরাহ",1
সওয়ারীকে),1
সত্যায়নে,1
"দেয়াল,",1
দিয়েছেনই।,1
ওয়াবারাকাতুহু।,1
"তুয়াইত,",1
"দেয়।
(ই.",1
নবুয়তকালে,1
ন্যায়নিষ্ঠ।,1
হয়নি’,1
ওয়া’আলা-ইবা-দিল্লা-হিস,1
"নয়)।
আবূ",1
রিওয়ায়তটি,1
মসজিদদ্বয়ে,1
(উনায়স),1
(গোত্রীয়,1
হুরায়রাকে,1
খিয়ানাতের,1
(বাস্তবায়ন),1
হয়নি-,1
‘খাওয়ার’,1
সাজায়,1
সময়েই),1
পড়িয়েছে?,1
"কর।
‘আয়িশাহহ্‌",1
তৎপরতায়),1
আবস্থায়ও,1
"হয়ে”,",1
হুযায়েল,1
জায়গাগুলোর,1
বেরিয়েছিল।,1
জ্যোতির্বিদ্যায়,1
(শয়তানকে),1
উপচিয়ে,1
ইয়া’কূবকে,1
দেয়”-(হুদ,1
প্রতারণাময়,1
‘আয়িশাহ।,1
অসিয়্যত,1
অধিনায়ক),1
পাঠিয়েছ।,1
সমালোচনায়,1
দাহ্‌ইয়াতুল,1
“শয়তানেরা,1
দেয়ালটিকে,1
প্রয়োজনটি,1
হুরায়ারাহ্,1
কমবয়স্ক,1
ক্ষেপিয়ে,1
সংখ্যায়ও,1
গায়লান,1
অবস্থায়ঃ,1
"আতিয়্যা,",1
"‘উকায়ল,",1
শায়বাহ্‌র,1
যাতুল-উশায়র।,1
আাদয়,1
‘কায়লূলা’৩৫,1
খুয়াইসিরা,1
“ওয়ালা’,1
ধূয়া,1
পেয়েছিল।(আধুনিক,1
যুগীয়,1
ওয়াসাল্লাম-ই,1
সূচনায়),1
হয়।’’,1
পাথেয়ের,1
বাড়িয়েছিলেন,1
বায়দাকে,1
"দিয়েছেন।

রসূলুল্লাহ",1
"ছিল।
উনায়স",1
দিয়েছিলো।,1
ওয়ালাতা,1
সূর্যোদয়কালে,1
দাঁডিয়ে,1
বাঁচায়।,1
কথা‘নিশ্চয়,1
হুনায়নকে),1
সুফিয়ানের,1
‘আতিয়্যাহ্‌),1
"দাও।
ওয়ালীদ",1
বললেনঃনিশ্চয়ই,1
বংশ-পরিচয়মূলক,1
মর্মার্থানুযায়ী,1
পড়বে!”‘আয়িশা,1
“আয়িশাহ্,1
“সিয়াম,1
সুওয়ায়বাকে,1
হয়েছিল’’,1
অনমনীয়,1
হায়যের,1
‘আয়িশা]!,1
বায়রুহা।,1
"রয়েছে।
রাবী",1
আস্তিনদ্বয়ের,1
‘হিরাক্লিয়াস,1
মনোওয়ারার,1
লাগিয়েছি।(আধুনিক,1
তাওয়াক্কাল্তু,1
ওয়াকী‘র,1
সঞ্চয়রূপে,1
‘উরওয়াহ্‌ন,1
বুঝিয়েছেন),1
"ওয়াদা’
করেছেন,",1
"হয়েছেনে,",1
অধিকপ্রিয়?,1
"বসতেন।
লায়স",1
সিরিয়াতে,1
ওয়াফী,1
মুলায়কাহ্‌),1
ছড়ায়,1
"নেয়া,
৩.",1
স্বপ্নদ্বয়ের,1
"চেয়ে
অধিক",1
আয়ূষ্কালকে,1
নুজায়দ,1
রয়েছে’’-,1
সাফিয়্যার,1
হুনাইয়াহ!,1
(জুরায়জ),1
মু’আবিয়াহ্র,1
সুলায়মা-এর,1
চুড়ায়।,1
আয়নার,1
(নিয়ম,1
"করে।
সুফইয়ান-এর",1
পায়।(আধুনিক,1
রটিয়েছিলেন,1
আসলামিয়্যাহ্‌,1
সূফ্‌ইয়ান,1
উসায়দ!,1
বর্ণিতঃমদীনায়,1
সাওয়াব-এর,1
কুরায়েশদের,1
শরী‘য়াত),1
ওয়াসক-এর,1
উদরাময়,1
দিয়েছিল”–,1
চিহ্নওয়ালা,1
"শুনিয়েছেন,",1
চেয়েছিলেন?,1
নিয়ামক,1
আব্ইয়াযা,1
বর্ণিতঃক্বায়স,1
বেরিয়ে),1
মায়াবিভ্রম,1
আয়কর,1
জায়গায়।(আধুনিক,1
মুযায়নাহ্ও,1
মাসআলাহ্-মাসায়িল,1
মু‘য়াল্লাহ,1
(ইরওয়ালিল,1
ইয়ামানীর,1
দেয়ালগুলোতে,1
চেয়েছেন-,1
গিয়েছিলেন।খাদীজা,1
ইয়াখ্‌তালিফূ,1
কাদিসিয়্যাতে,1
বুয়ূতিকুম”,1
আবইয়াযু,1
বেলায়।,1
(অনায়াসে),1
‘উবায়দ’,1
"রয়েছে।
শু‘বাহ্",1
‘ইয়াহূদ,1
"করে।”
যুহায়ের",1
বুঝিয়েছিলেন।এখনো,1
কর্নদ্বয়ের,1
বাড়িয়েছেন-আর,1
নিয়ম-কানুনও!,1
"দেয়।
আবূ",1
(চিরস্হায়ী,1
বর্ণিতঃওয়াহ্‌ব,1
“উওয়াইমির,1
পেঁয়াজ,1
কায়স-এর),1
ত্বয়বাহ্,1
হয়েছে],1
দয়া।(আধুনিক,1
(ফাতওয়া,1
হাওয়াযিনদের,1
ফিদিয়া,1
ওয়ালিক্বা-উকা,1
‘ফিদ্‌ইয়া’,1
"উমাইয়া,",1
স্নেহপরায়ণা,1
হেরায়,1
দোয়াত।,1
“ওয়াজ্’আলনী,1
মরিয়ামের,1
ছোঁয়াচে,1
‘ওয়ালা’-,1
বাঁয়ে?,1
হাওয়াযিনরা,1
তাঁরা(মিনায়),1
খিয়ানতকারীর,1
নিয়্যাত।এখনো,1
দিয়েছি?এখনো,1
ইয়াওমুন্নাহার-,1
দায়মুক্ত।,1
এক-নিকটাত্নীয়দের,1
ইথিওপিয়া),1
মুওয়ার্‌রিক,1
ইয়াহূদরা,1
সওয়ারীদের,1
দাঁড়ায়?,1
আরায়্যা-এর,1
রাওওয়াদ,1
ওয়াক্ত।এখনো,1
নিয়েছি।’,1
"মমতাময়,",1
বায়ত!,1
"রাখুন।
নিশ্চয়",1
কোথায়,1
পদদ্বয়কে,1
ওয়াফাও,1
‘সূরায়ে,1
হও।[আয়েশা,1
বাত্‌লিয়ে,1
"হয়েছে।
হাদীসের",1
পায়াজামা),1
করায়-,1
বসাবস্থায়।,1
‘‘নিশ্চয়ই,1
যায়দ],1
সহায়-সম্পদের,1
নিয়ন্ত্রণ।”,1
"অপছন্দনীয়।
তিনি",1
উঠা-বসায়,1
ক্ষতদ্বয়ের,1
উকিয়া-এর,1
যিয়ারাহ্‌র,1
সানিয়্যাতুল-বিদা,1
‘উয়াইমিরই,1
বিমা-য়িস্,1
(যন্ত্রণায়),1
ছুঁয়েছে,1
হয়েছে?এখনো,1
সম্পর্কীয়),1
বর্ণিতঃযুল-হুলায়ফাহ,1
দলনায়ক,1
সায়ীদ),1
"হয়েছিল।
২.",1
প্রয়োজনকে,1
ওয়াসমা,1
‘রওযায়ে,1
উচ্চবংশীয়,1
(সিরিয়ায়),1
জানিয়েছেন-,1
আয়্যূব,1
"পায়।
(ই.ফা.",1
মেয়েকে।,1
দোষণীয়,1
নিয়েছিলেন-,1
"ই.সে.৬২২২)
অধ্যায়ঃ",1
সিরিয়াবাসী!,1
কায়নুকা’,1
বর্তায়নি,1
বর্ণিতঃশায়বানের,1
পৌঁছিয়েছে?,1
দরাওয়ারদী,1
রাইয়্যান।,1
গ্রহণীয়।,1
"মারিয়াম,",1
'উয়াইনাহ্‌কে,1
(বিপর্যয়),1
অনুপ্রেরণায়,1
র্হারায়,1
শারীকানায়,1
গরীয়ান,1
ইয়াগুছ,1
"যাবে।
‘আয়িশাহ",1
দিয়েই।,1
…সুফ্ইয়ান,1
সুফ্ইয়ান-এর,1
(শায়বান),1
পালিয়েই,1
ধুলায়,1
নির্বুদ্ধিতায়,1
খাওয়া।,1
বর্ণিতঃ‘উরওয়ার,1
"যুগিয়েছে,",1
রিদওয়ান),1
আশায়ই,1
বর্ণিতঃইয়াহূদীদের,1
"ভুলায়।
(ই.ফা.",1
খোয়াননদ।,1
হয়নি।আবূ,1
ছিলেন-ইয়া,1
ইয়াহূদদের।,1
ওয়ারিসদেরকে,1
পয়সায়,1
"নিয়েছিল।
ওয়াকী‘",1
অপ্রাপ্তবয়স্ক-,1
ঢুকায়।,1
সাকীফায়,1
এগয়ে,1
ওয়ায়েলকে,1
"করাতেন।
‘উরওয়াহ্",1
"তিলাওয়াত,",1
‘ক্বিয়ামত,1
রুবায়ঈ,1
খুঁচিয়ে,1
উতবিয়া,1
দিয়েছিলাম-,1
মক্কা-য়,1
আয়লাহ্‌র,1
যুরা’য়,1
‘ক্বিয়ামাতের,1
তায়ম্মুম,1
কুরায়র,1
(কায়েস,1
দেয়ালকে,1
ঢেউয়ের,1
(ওয়াক্‌ফ),1
সুহায়লের,1
বর্তিয়েছেন।,1
অনাদায়জনিত,1
"চাই।)।
‘আয়িশা",1
ওয়াস্‌সাল্‌জি,1
আদায়কারীর),1
(বন্দীখানায়),1
জলাশয়ের,1
গিয়েছিলাম;,1
একগোত্রীয়,1
উট-ওয়ালাদের,1
(‘আসিয়াহ্‌),1
ছায়াও,1
বাহরায়নের,1
ইব্‌নু’য্‌-যুবায়র,1
অন্যায়)।,1
শামিয়ানাটি,1
নেয়-মালিকের,1
চাওয়ায়,1
‘বুয়ূতাহুম,1
(মুসাইয়্যাব,1
(বয়স্কদের,1
ইয়াহূদীকে),1
"‘বানিয়েছ,",1
কুয়াই,1
"খাওয়ায়,",1
বসিয়েছেন।,1
“দ্বিতীয়,1
পেয়ালাটিই,1
ওয়ায্‌কুর,1
(সাওয়াব),1
মায়ের),1
নয়।’,1
উস্কিয়ে,1
মুওয়ায্‌যিনের,1
হুকায়ম,1
‘জাদওয়াল’,1
(আল-আম্বিয়া,1
‘ইয়াতীম’,1
‘সায়ীবা’র,1
(সিয়ামের),1
তনয়া!,1
উয়াইনাহর,1
"তালবিয়াহ্।
নাফি’",1
মুহাইয়াসা।,1
বর্ণনায়ও,1
[ইয়া’লা,1
(ওয়াহ্‌ব,1
ওয়ালীমা।,1
"হয়েছিল।
ইবনু",1
‘উরাইয়াহ!,1
হওয়ারও,1
ওয়াজহী”,1
‘হাশিয়া,1
"হয়েছিল।
জাবির",1
বাকী‘য়ে,1
যুবায়রকে),1
দুন্‌ইয়াতে,1
হয়।[১]এখনো,1
‘আনবিজানিয়্যা’,1
কোচায়,1
টাকা-পয়সা,1
গায়েবানা,1
অপবিত্রাবস্থায়,1
ওয়াহায়ব,1
ছিটিয়েছিলেন,1
সায়াদী,1
পায়েও,1
নবুয়াত,1
রিওয়ায়াতে),1
ফলদায়ক।,1
ওয়াক্বফ,1
যায়নি?,1
হিদায়াতদানকারী,1
সুর্যোদয়ের,1
সা’য়ীদা,1
পথেয়,1
(লড়াইয়ে),1
ওয়াসাল্লাম-মৃত্যু,1
"আশায়,",1
সুফইয়ান!,1
শিক্ষণীয়),1
যায়্‌নাব!,1
সাফিয়া,1
আকওয়া’।,1
বিষয়টাকে,1
মৃতপ্রায়,1
ওয়ার্যুক্নী”।,1
"শুআয়ব,",1
নিশ্চ্য়ই,1
(‘আয়র,1
মুনাওয়ারায়,1
ন্যায়?,1
শায়ত্বকে,1
"ছয়জন,",1
"দিয়েছো,",1
কু‘আয়স-এর,1
"ঘটিয়েছিল,",1
ইয়ামানবাসীগন,1
লায়ল),1
‘জিযয়াহ’,1
ইয়ায়ীদ,1
ওয়াদা-অঙ্গীকার,1
সালমায়,1
জায়াগা,1
(যায়নাবকে),1
উচ্চতায়,1
মিগওয়াল-এর,1
(বিধায়,1
বারীয়াহ,1
ওয়ালা-ইয়ানফা’উ,1
আমবিজানিয়্যাহ,1
মদীনায়।,1
"""নিশ্চয়ই",1
দেয়ার’,1
"সুহায়ম,",1
বর্ণিতঃআয়াস,1
(‘আয়িশাহ্‌র),1
সিয়ামও,1
('আয়িশাহ্‌),1
‘ইয়াহুদী,1
আচড়িয়ে,1
"না।
লায়স",1
শায়ত্বনের,1
গোষ্ঠীয়,1
"পেয়েছিলেন,",1
(যিয়ারতের,1
নয়”?,1
চরিয়েছেন।এখনো,1
হৃদয়-বক্রের,1
ফিদাইয়া,1
ওয়াশাক্বক্বা,1
(সাহাবায়ে,1
তাকিয়ায়,1
আলনায়,1
ওয়াহ্হাব,1
খেয়েছেন।”,1
সুওয়াইদকে,1
"উমাইয়্যাহ্,",1
'আয়িশা!,1
সফ্ওয়ান।,1
(ইয়ামানবাসীদের,1
বংশপরম্পরায়,1
"শুনিয়েছেন।
ইবনু",1
দু'পায়ের,1
জাযগায়,1
"যাবে।
যুহায়র",1
হওয়াকে),1
সারায়?,1
উভয়য়েই,1
(বৈমাত্রেয়,1
‘আইয়্যাশ-এর,1
يُثْخِنَজয়ী,1
"মালায়িকাহ,",1
থেঁতলিয়ে,1
তাওয়াফ),1
হয়নি)।,1
আয়াতটিই,1
বিষয়াবলী,1
"খায়রাত,",1
নিয়ম-বিধান,1
‘ওয়ালার,1
বেপরোয়া!,1
বোধহয়,1
হুয়াই-এর,1
যুল-ইয়াদাইনের,1
নির্ভয়,1
আয়মন,1
বর্ণিতঃমক্কায়,1
‘উশায়র।এখনো,1
মেয়াদ),1
"শুনেছি।
কয়েকটি",1
‘আয়শার,1
ওয়াদীর,1
ফায়রূয,1
ঘটিয়ে)শাস্তি,1
"হয়েছিল),",1
যুল-খুওয়াই,1
"হুঁশিয়ার,",1
উভয়কেও,1
ঘটিয়েছে?,1
কূয়াতে,1
ওয়াহ্শীর,1
লাব্বায়কা),1
রাশিদীয়া,1
ফিরইয়াবী,1
ন্যায়নিষ্ঠরূপে,1
আয়াত-.........,1
(রুকাইয়া),1
‘উমাইয়াহর,1
ফিরাসিয়াহ্‌,1
লোভনীয়,1
মুখায়বে,1
"শুনিয়েছি,",1
ওয়ালীমাহ।এখনো,1
"দাবীদার।
সুলায়মান",1
(খাওয়ার),1
বিনিময়ও,1
পরিয়েছি।,1
বয়সি,1
টাঙ্গিয়ে,1
লাব্বায়েক,1
খাওয়াওনি?,1
‘উবায়দাহ্,1
খায়বারবাসীরা,1
[কুরায়ব,1
হিমইয়ারী,1
"যায়।""",1
নয়”।,1
বিনিয়োগ,1
যী-তুয়ায়,1
সৎকর্মপরায়ণদের,1
সীমায়।,1
সায়িদায়ে,1
সাকাফিয়্যাহ্,1
গিয়েছিলাম.......।,1
বর্ণিতঃক্রয়,1
(অভিপ্রায়,1
বিয়োগ,1
চায়;,1
মায়দানে,1
মারওয়ানও,1
পথভ্রষ্টতায়,1
দেয়া)।,1
নাযিলায়,1
কিতাব-ইয়াহূদী,1
বষয়ে,1
অসময়ে,1
আয়াতগুলোর,1
"অনিয়ম,",1
ছায়াকে,1
কয়েদখানা,1
বেদনায়,1
"রয়েছে-
(আরবী)
নিশ্চয়",1
জায়গারও,1
"স্নায়ুতন্ত্রীসমূহে,",1
বেড়িয়েছিলাম।,1
সায়িব-এর,1
উসাইয়্যার,1
‘হায়া’,1
(আয়্যাশ),1
বিজয়্কালে),1
অসুস্থতাবস্থায়,1
ক্রিয়া-কৌতুক,1
বর্ণিতঃহুমায়দ্,1
হাদীয়্যাহ।,1
দিয়েছেন”-,1
গায়বের,1
বালা-য়িহি,1
"চালিয়েছে।
তারা",1
বায়’আত।,1
"[৮৫]
শু‘আয়ব,",1
নুমায়র),1
রটিয়েছে?,1
ওয়াসি’,1
বায়েন,1
অসিয়্যাত,1
শব্দদ্বয়কে,1
ওয়াবারাদিন্‌,1
"সূওয়া‘আ,",1
“সফিয়্যাহ্,1
বর্ণিতঃখাওয়ার,1
খাতা-য়া-কামা-,1
কাঁটায়,1
নয়.......সূরা,1
যায়দ?,1
